company_name,category,website,email,all_emails,contact_name,contact_title,phone,address,linkedin,facebook,instagram,rating,review_count,company_size,hourly_rate,min_project,search_query,profile_url,source,engine,email_verified,score,tier,scraped_at,first_seen_at,last_seen_at,industry,tags,sub_industries,employee_count,firm_size_band,is_enterprise,tag_confidence,tag_source,region,country,city
Noble.AI,Software company,http://noble.ai/,debbie.moon@noble.ai,debbie.moon@noble.ai,,,,"345 California St Ste 600, San Francisco, CA 94104, United States",https://www.linkedin.com/company/noble-ai/,,,5.0,2,,,,AI startups in San Francisco,https://www.google.com/maps/place/Noble.AI/data=!4m7!3m6!1s0x8085813b0b03c3ff:0x86e11362ceff5dfb!8m2!3d37.7923252!4d-122.40049!16s%2Fg%2F11j4dbq7kv!19sChIJ_8MDCzuBhYAR-13_zmIT4YY?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,54,C,2026-08-26T12:41:10.296Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,ai-ml,ai-ml,,,,false,0.7,rules,north-america,usa,san-francisco
Startuped,Software company,https://www.startuped.ai/,support@startuped.ai,support@startuped.ai,,,+1 951-226-5485,"450 Townsend St, San Francisco, CA 94107, United States",,,,4.5,8,,,,AI startups in San Francisco,https://www.google.com/maps/place/Startuped/data=!4m7!3m6!1s0x808f7fe2d73ed5d1:0xd1339a9cb278d2f0!8m2!3d37.7746852!4d-122.3985817!16s%2Fg%2F11k8dylw18!19sChIJ0dU-1-J_j4AR8NJ4spyaM9E?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,54,C,2026-08-26T12:41:10.296Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,ai-ml,ai-ml,,,,false,0.7,rules,north-america,usa,san-francisco
Contigo Technology - Austin Managed IT Services Company,Computer support and services,https://www.contigotechnology.com/services/managed-it-services/,,,,,+1 512-402-7496,"8920 Business Park Dr Ste 250, Austin, TX 78759, United States",https://www.linkedin.com/company/contigo-it-services-austin,https://www.facebook.com/contigoITServicesAustin/,https://www.instagram.com/contigotechnology/,4.8,95,,,,tech companies in Austin Texas,https://www.google.com/maps/place/Contigo+Technology+-+Austin+Managed+IT+Services+Company/data=!4m7!3m6!1s0x8644cbbfdc078afb:0xdb0dc480fa4bb8e2!8m2!3d30.3797163!4d-97.7417345!16s%2Fg%2F11c0qf_8tc!19sChIJ-4oH3L_LRIYR4rhL-oDEDds?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,54,C,2026-08-26T12:48:34.686Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,north-america,usa,austin
thoughtbot,Software company,http://thoughtbot.com/,,,,,+1 877-976-2687,"New York, NY",https://www.linkedin.com/company/thoughtbot-inc-/events,,,5.0,6,50 - 249,$150 - $199 / hr,"$10,000+",tech startups in Boston,https://www.google.com/maps/place/thoughtbot/data=!4m7!3m6!1s0x89e370833292d853:0x849840f74513a7ae!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F1xg5tplk!19sChIJU9iSMoNw44kRrqcTRfdAmIQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,54,C,2026-08-26T12:53:39.014Z,2026-08-25T07:39:13.888+00:00,2026-08-25T07:39:13.888+00:00,,,,150,mid,false,0,rules,north-america,usa,new-york
Fundamental Software,Software company,https://fundamental.software/,info@fundamental-software.de,info@fundamental-software.de; max@firma.de; du@beispiel.de,,,+49 1578 6827265,"Schönhauser Allee 140, 10437 Berlin, Germany",,,,4.8,16,,,,software companies in Berlin,https://www.google.com/maps/place/Fundamental+Software/data=!4m7!3m6!1s0x47a85161e96088d9:0xe721f3ad079284c!8m2!3d52.542169!4d13.4118429!16s%2Fg%2F11z4772639!19sChIJ2Yhg6WFRqEcRTCh50Dofcg4?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,54,C,2026-08-26T13:06:53.427Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,europe,germany,berlin
GovTech Deutschland,Technology park,https://govtechcampus.de/,office@gov.tech,office@gov.tech,,,,"Max-Urich-Straße 3, 13355 Berlin, Germany",https://www.linkedin.com/company/govtechcampusde/,,,4.7,32,,,,tech startups in Berlin,https://www.google.com/maps/place/GovTech+Deutschland/data=!4m7!3m6!1s0xa617a9d85a151f51:0xb3393d1ecaaebb67!8m2!3d52.5394145!4d13.3839121!16s%2Fg%2F11s0t477_q!19sChIJUR8VWtipF6YRZ7uuyh49ObM?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,54,C,2026-08-26T13:08:48.977Z,2026-08-25T07:39:13.888+00:00,2026-08-25T07:39:13.888+00:00,,,,,,false,0,rules,europe,germany,berlin
Crobox,Software company,https://crobox.com/,you@company.com,you@company.com,Olivier Momma,Co-Founder,,"Kloveniersburgwal 131 H, 1011 KD Amsterdam, Netherlands",https://nl.linkedin.com/company/crobox,,,5.0,2,,,,IT companies in Amsterdam,https://www.google.com/maps/place/Crobox/data=!4m7!3m6!1s0x47c609eace4cb6d1:0xd655ac62363863e6!8m2!3d52.3680824!4d4.8965358!16s%2Fg%2F11b6j98r77!19sChIJ0bZMzuoJxkcR5mM4NmKsVdY?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,54,C,2026-08-26T13:14:06.024Z,,,,,,,,false,0,rules,europe,netherlands,amsterdam
Omnia Retail,Software company,https://www.omniaretail.com/,info@omniaretail.com,info@omniaretail.com; customerservice@omniaretail.com; sales@omniaretail.com,,,+31 85 047 9240,"Danzigerkade 17, 1013 AP Amsterdam, Netherlands",https://www.linkedin.com/company/10269253/,https://www.facebook.com/Omnia-Retail-1870162369908357/,,3.5,40,,,,IT companies in Amsterdam,https://www.google.com/maps/place/Omnia+Retail/data=!4m7!3m6!1s0x47c613bcdc233249:0x2a4e7d61fe8ecaf4!8m2!3d52.3996775!4d4.8763376!16s%2Fg%2F11c5g40s__!19sChIJSTIj3LwTxkcR9MqO_mF9Tio?authuser=0&hl=en&g_ep=EgoyMDI2MDgyNC4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,54,C,2026-08-26T13:14:06.024Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,europe,netherlands,amsterdam
Loop Media Agency || شركة تسويق وتطوير اعمال,Marketing agency,https://loop-media.co/ar/,,,,,+966 55 054 8787,"King Fahd Rd, Street, Riyadh 12222, Saudi Arabia",https://www.linkedin.com/company/loop-media-ksa/,,https://www.instagram.com/loopmediaagency/,4.9,51,,,,digital marketing agencies in Riyadh,https://www.google.com/maps/place/Loop+Media+Agency+%7C%7C+%D8%B4%D8%B1%D9%83%D8%A9+%D8%AA%D8%B3%D9%88%D9%8A%D9%82+%D9%88%D8%AA%D8%B7%D9%88%D9%8A%D8%B1+%D8%A7%D8%B9%D9%85%D8%A7%D9%84%E2%80%AD/data=!4m7!3m6!1s0x3e2f0396d14401f5:0x8874d915a19c42c8!8m2!3d24.6822!4d46.687334!16s%2Fg%2F11vz3chp7t!19sChIJ9QFE0ZYDLz4RyEKcoRXZdIg?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,54,C,2026-08-26T13:29:00.313Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,digital-marketing,digital-marketing,,,,false,0.7,rules,middle-east,saudi-arabia,riyadh
Surge Marketing,Internet marketing service,https://surgemarketing.com/,hello@surgemarketing.com,hello@surgemarketing.com; you@business.com,,,+1 323-910-2132,"12130 Millennium Dr #300, Los Angeles, CA 90094, United States",,,,4.8,12,,,,digital marketing agencies in Los Angeles,https://www.google.com/maps/place/Surge+Marketing/data=!4m7!3m6!1s0x80c2b1b1f1caa665:0xe581e84f44db7bd1!8m2!3d33.9799823!4d-118.4063608!16s%2Fg%2F11vddx6h81!19sChIJZabK8bGxwoAR0XvbRE_ogeU?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,54,C,2026-08-26T13:42:11.849Z,,,digital-marketing,digital-marketing,,,,false,0.7,rules,north-america,usa,los-angeles
Dot Com Infoway,software developer,https://www.dotcominfoway.com/,,,Venkatesh.C.R,MANAGING DIRECTOR & CHIEF EXECUTIVE OFFICER (CEO),,"India, USA, Australia",https://in.linkedin.com/in/crvenk,https://www.facebook.com/crvenk,https://www.instagram.com/crvenk,5.0,3,51 to 250,Up to $25,Less than - $5000,app-development,https://www.topdevelopers.co/profile/dot-com-infoway,topdevelopers,normal_scraper,,54,C,2026-08-26T13:52:52.196Z,,,,,,151,mid,false,0,rules,south-asia,india,
Geniusee,software developer,https://geniusee.com,,,Rob Frohwein,CEO at Keep Financial,,$25001 - $50000,https://www.linkedin.com/in/gillesdahan/,https://www.facebook.com/geniuseesoftware/,https://www.instagram.com/geniusee_software/,5.0,2,300 - 400,251 to 1000,$26 - $50,software-development,https://www.topdevelopers.co/profile/geniusee,topdevelopers,normal_scraper,,54,C,2026-08-26T13:53:37.044Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,350,large,false,0,rules,,,
Xicom,software developer,https://www.xicom.biz/,,,Kevin Russell,Founder & CEO,,$10001 - $25000,https://www.linkedin.com/company/xicom-technologies-ltd/,https://www.facebook.com/xicomtechnologies/,,5,,50 - 249,51 to 250,$26 - $50,software-development,https://www.topdevelopers.co/profile/xicom-technologies,topdevelopers,normal_scraper,,54,C,2026-08-26T13:53:37.044Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,,,,150,mid,false,0,rules,,,
Jelvix,software developer,https://jelvix.com/,,,Curtis Lane,"Founder, Micswag LLC",,$50001 - $100000,https://www.linkedin.com/company/jelvix,https://www.facebook.com/JelvixCompany,https://www.instagram.com/jelvix,4.9,,250 - 999,251 to 1000,$51 - $100,software-development,https://www.topdevelopers.co/profile/jelvix,topdevelopers,normal_scraper,,54,C,2026-08-26T13:53:37.044Z,2026-08-25T07:39:13.888+00:00,2026-08-25T07:39:13.888+00:00,,,,625,large,false,0,rules,,,
Software Company In Dubai - Techasoft Pvt. Ltd.,Software company,https://www.techasoft.com/software-development-company-in-dubai,,,,,+91 88847 39988,"Meena Bazar, Cosmos Lane - near Dubai Museum - Bur Dubai - Al Souq Al Kabeer - Dubai - United Arab Emirates",https://in.linkedin.com/company/techasoft-pvt-ltd,https://www.facebook.com/techasoft/,https://www.instagram.com/techasoft_pvt_ltd/,5.0,5,,,,software companies in Dubai,https://www.google.com/maps/place/Software+Company+In+Dubai+-+Techasoft+Pvt.+Ltd./data=!4m7!3m6!1s0x3e5f43ee1516bbf7:0x4bc22eab443e463a!8m2!3d25.2624128!4d55.2935901!16s%2Fg%2F11scmzxh8p!19sChIJ97sWFe5DXz4ROkY-RKsuwks?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,53,C,2026-08-26T10:13:04.437Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,web-development,web-development; cloud-devops; ui-ux-design,cloud-devops; ui-ux-design,,,false,0.4,web,middle-east,uae,dubai
Acuity Infotech - Cloud software development company in Dubai,Software company,https://www.acuity.ae/,info@acuity.ae,info@acuity.ae,,,+971 56 147 6076,A5 DDP - Nadd Hessa - Dubai Silicon Oasis - Dubai - United Arab Emirates,https://www.linkedin.com/company/acuity-infotech,,,3.8,5,,,,software companies in Dubai,https://www.google.com/maps/place/Acuity+Infotech+-+Cloud+software+development+company+in+Dubai/data=!4m7!3m6!1s0x3e5f643f6b9bb873:0x4a1d9b54c19e0fdc!8m2!3d25.1200229!4d55.3773477!16s%2Fg%2F11c6cfqvc4!19sChIJc7ibaz9kXz4R3A-ewVSbHUo?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,53,C,2026-08-26T10:13:04.437Z,2026-07-13T18:48:52.036+00:00,2026-07-13T18:48:52.036+00:00,cloud-devops,cloud-devops,,,,false,0.7,rules,middle-east,uae,dubai
Ajath LLC | Mobile App Development Company Dubai,Software company,https://www.ajath.ae/,info@ajath.ae,info@ajath.ae,,,+971 50 431 3932,"Office no. 304, Floor no. 3, Coastal Building Al quasis 2nd, Dubai - Dubai - United Arab Emirates",https://www.linkedin.com/company/ajathinfotech-technologies-llc/,https://www.facebook.com/AjathInfotechTechnologiesLLC/,https://www.instagram.com/ajath.uae/,4.4,7,,,,app development companies in Dubai,https://www.google.com/maps/place/Ajath+LLC+%7C+Mobile+App+Development+Company+Dubai/data=!4m7!3m6!1s0x3e5f5db4072756c9:0x649454d4dc25a2cc!8m2!3d25.2644075!4d55.3848871!16s%2Fg%2F11h8brzx1z!19sChIJyVYnB7RdXz4RzKIl3NRUlGQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,53,C,2026-08-26T10:17:51.851Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,mobile-apps,mobile-apps,,,,false,0.8999999999999999,rules,middle-east,uae,dubai
Innovative Technology Software Services L.L.C SP,Software company,http://www.itsserp.com/,info@itscircle.com,info@itscircle.com,,,+971 50 919 3456,Al Habtoor Tower - King Faisal St - Al Nad - Hay Al Qasimiah - Sharjah - United Arab Emirates,,https://www.facebook.com/itscircle.uae,https://www.instagram.com/its_circle/,5.0,10,,,,software companies in Sharjah,https://www.google.com/maps/place/Innovative+Technology+Software+Services+L.L.C+SP/data=!4m7!3m6!1s0x3e5f5b006d67b6c9:0x9286de99d04c2349!8m2!3d25.3405888!4d55.3906307!16s%2Fg%2F11ybrl3b30!19sChIJybZnbQBbXz4RSSNM0JnehpI?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,53,C,2026-08-26T10:29:26.775Z,,,web-development,web-development; ui-ux-design; healthcare,ui-ux-design; healthcare,,,false,0.5,web,middle-east,uae,sharjah
ATC Technologies,Software company,http://www.atctechnologies.net/,info@atctechnologies.net,info@atctechnologies.net,,,+971 6 543 2626,Al Naba'a - Sharjah - United Arab Emirates,https://www.linkedin.com/company/atc-technologie/,https://www.facebook.com/atctechnologies,https://www.instagram.com/atctechnologiesofficial/,4.2,10,,,,software companies in Sharjah,https://www.google.com/maps/place/ATC+Technologies/data=!4m7!3m6!1s0x3e5f5a289a14c36f:0xf69cf89e3613b44!8m2!3d25.3637224!4d55.3991376!16s%2Fg%2F11csp79j8l!19sChIJb8MUmihaXz4RRDth44nPaQ8?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,53,C,2026-08-26T10:29:26.775Z,,,,,,,,false,0,rules,middle-east,uae,sharjah
Haboob Saudia - شركة هبوب السعودية,Software company,http://www.haboobsaudia.com/,,,,,+966 55 756 9629,"Prince, Prince Mohammed Ibn Salman Ibn Abdulaziz Rd, Ar Rimal, Riyadh 13256, Saudi Arabia",https://www.linkedin.com/in/haboob-saudia-690399373,https://www.facebook.com/share/1GB6aA4ZPX/,https://www.instagram.com/haboobsaudia,4.7,17,,,,tech startups in Riyadh,https://www.google.com/maps/place/Haboob+Saudia+-+%D8%B4%D8%B1%D9%83%D8%A9+%D9%87%D8%A8%D9%88%D8%A8+%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9%E2%80%AD/data=!4m7!3m6!1s0x3e2efd191b8fdceb:0x4905803b550abde9!8m2!3d24.8425789!4d46.7925015!16s%2Fg%2F11z5nj4lbg!19sChIJ69yPGxn9Lj4R6b0KVTuABUk?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,53,C,2026-08-26T10:35:22.762Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,web-development,web-development; mobile-apps; ui-ux-design; data-analytics-bi; ecommerce; cloud-devops; cybersecurity; erp-sap; healthcare; hospitality-retail; manufacturing-industrial; finance-insurance; media-entertainment,mobile-apps; ui-ux-design; data-analytics-bi; ecommerce; cloud-devops; cybersecurity; erp-sap; healthcare; hospitality-retail; manufacturing-industrial; finance-insurance; media-entertainment,,,false,0.45,web,middle-east,saudi-arabia,riyadh
Infocart Technical Solutions,Computer store,https://www.infocart.net/,,,,,+974 5036 0820,"Sofitel Complex Near Msheireb Metro Station, Sofitel Complex، Door No 45، 1st Floor, Doha, Qatar",,,,5.0,551,,,,IT companies in Doha,https://www.google.com/maps/place/Infocart+Technical+Solutions/data=!4m7!3m6!1s0x3e45c53863c3534f:0xae8bcd5eae2c18d5!8m2!3d25.2831452!4d51.527508!16s%2Fg%2F11b73lnqsz!19sChIJT1PDYzjFRT4R1Rgsrl7Ni64?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,53,C,2026-08-26T10:44:02.301Z,,,hospitality-retail,hospitality-retail,,,,false,0.7,rules,middle-east,qatar,doha
Rsquare Technologies WLL,Software company,http://www.rsquareweb.com/,info@rsquareweb.com,info@rsquareweb.com,,,+973 1772 0850,"Building No: 59 Road No:3503، Block No:335 Umal Hassam, Manama 335, Bahrain",,,,4.4,28,,,,software companies in Manama,https://www.google.com/maps/place/Rsquare+Technologies+WLL/data=!4m7!3m6!1s0x3e49af298040bd9f:0xb1a2ed51f373d2e8!8m2!3d26.2028189!4d50.5911322!16s%2Fg%2F1pycbw0my!19sChIJn71AgCmvST4R6NJz81HtorE?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,53,C,2026-08-26T10:50:07.560Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,finance-insurance,finance-insurance; ai-ml; cloud-devops; cybersecurity; hospitality-retail; real-estate,ai-ml; cloud-devops; cybersecurity; hospitality-retail; real-estate,,,false,0.6,web,middle-east,bahrain,manama
beDots - Software - POS - Website - Oman,Software company,https://bedots.io/,info@bedots.io,info@bedots.io,,,+968 9799 9320,"Swift T42 Near Al Amin Mosque Bousher, Muscat 133, Oman",,/www.facebook.com/bedots.oman,http://www.instagram.com/bedots.oman/,4.9,16,,,,software companies in Muscat,https://www.google.com/maps/place/beDots+-+Software+-+POS+-+Website+-+Oman/data=!4m7!3m6!1s0x3e91ffb15cbd0e39:0xcc05fff9d77b8b70!8m2!3d23.5762353!4d58.4100803!16s%2Fg%2F11sz76qgtm!19sChIJOQ69XLH_kT4RcIt71_n_Bcw?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,53,C,2026-08-26T10:53:30.137Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,web-development,web-development,,,,false,0.7,rules,middle-east,oman,muscat
Aptus Infotech (Oriental Oryx International LLC),Software company,https://www.aptusinfotech.com/,info@aptusinfotech.com,info@aptusinfotech.com,,,+968 24 238998,"Shrooq Tower, Building No 19, Way No 5205، Al Azybah South, Muscat, Oman",https://www.linkedin.com/company/aptus-infotech-llc/posts/,https://www.facebook.com/AptusITsolutions/,,4.1,18,,,,software companies in Muscat,https://www.google.com/maps/place/Aptus+Infotech+%28Oriental+Oryx+International+LLC%29/data=!4m7!3m6!1s0x3e8e0021b921baf7:0x2ee37f969610ef3e!8m2!3d23.5866392!4d58.368026!16s%2Fg%2F11dxpdcj88!19sChIJ97ohuSEAjj4RPu8QlpZ_4y4?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,53,C,2026-08-26T10:53:30.137Z,2026-08-10T00:21:12.154+00:00,2026-08-10T00:21:12.154+00:00,education-training,education-training,,,,false,0.45,web,middle-east,oman,muscat
Claroty,Software company,http://www.claroty.com/,,,,,+972 73-331-8088,"Yigal Alon St 82, Tel Aviv-Yafo, Israel",https://www.linkedin.com/company/claroty/,https://www.facebook.com/ClarotyOT/,,4.9,17,,,,software companies in Tel Aviv,https://www.google.com/maps/place/Claroty/data=!4m7!3m6!1s0x151d4ba264f33a59:0x191f8ff291ebfef0!8m2!3d32.0662741!4d34.7929552!16s%2Fg%2F11ggs93xtm!19sChIJWTrzZKJLHRUR8P7rkfKPHxk?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,53,C,2026-08-26T11:08:52.453Z,,,web-development,web-development; cybersecurity; data-analytics-bi; healthcare; education-training; manufacturing-industrial; finance-insurance,cybersecurity; data-analytics-bi; healthcare; education-training; manufacturing-industrial; finance-insurance,,,false,0.5,web,middle-east,israel,tel-aviv
Talon Cyber Security,Software company,https://talon-sec.com/,,,,,+972 73-374-6266,"80 Begin Menachem Rd, HaTa'asiya St 4, Tel Aviv-Yafo, 6713827, Israel",https://www.linkedin.com/company/palo-alto-networks,https://www.facebook.com/PaloAltoNetworks/,,4.7,15,,,,IT companies in Tel Aviv,https://www.google.com/maps/place/Talon+Cyber+Security/data=!4m7!3m6!1s0x151d4bc77ca49729:0xc7bcf95983e20ace!8m2!3d32.0674213!4d34.7856609!16s%2Fg%2F11s3zvd9c3!19sChIJKZekfMdLHRURzgrig1n5vMc?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,53,C,2026-08-26T11:10:43.546Z,,,cybersecurity,cybersecurity,,,,false,0.8999999999999999,rules,middle-east,israel,tel-aviv
Microsoft Lebanon,Software company,http://microsoft.com/,,,,,+961 1 983 347,"WG22+8R3, Beirut, Lebanon",https://www.linkedin.com/company/microsoft,https://www.facebook.com/MSFTPK/,https://www.instagram.com/msftissues/,4.5,32,,,,software companies in Beirut,https://www.google.com/maps/place/Microsoft+Lebanon/data=!4m7!3m6!1s0x151f16e8780fce29:0x98fdced27615e080!8m2!3d33.9007733!4d35.502059!16s%2Fg%2F11c0w937bj!19sChIJKc4PeOgWHxURgOAVdtLO_Zg?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,53,C,2026-08-26T11:14:30.700Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,education-training,education-training; data-analytics-bi; cloud-devops; hospitality-retail,data-analytics-bi; cloud-devops; hospitality-retail,,,false,0.5,web,middle-east,lebanon,beirut
Integrated Digital Systems (IDS),Software company,http://www.ids.com.lb/,,,,,+961 1 859 501,"Bir Hasan, United Nations Street.، Al Zahraa Building. Ground Floor،, Beirut, Lebanon",https://www.linkedin.com/company/1028915/,https://www.facebook.com/IDS.com.lb,https://www.instagram.com/idssolutions/,4.5,21,,,,software companies in Beirut,https://www.google.com/maps/place/Integrated+Digital+Systems+%28IDS%29/data=!4m7!3m6!1s0x151f17590c14bb71:0x3b8d8d5c7ae043d!8m2!3d33.8591101!4d35.4923463!16s%2Fg%2F11cjhzpq2k!19sChIJcbsUDFkXHxURPQSux9XYuAM?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,53,C,2026-08-26T11:14:30.700Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,erp-sap,erp-sap; web-development; ecommerce,web-development; ecommerce,,,false,0.5,web,middle-east,lebanon,beirut
serVme,Software company,https://servmeco.com/,,,,,+961 1 660 824,"3rd floor, 1281 Beirut Digital District, Beirut, Lebanon",https://www.linkedin.com/company/servme/,https://www.facebook.com/servme/,https://www.instagram.com/servme/,4.8,12,,,,software companies in Beirut,https://www.google.com/maps/place/serVme/data=!4m7!3m6!1s0x151f16e2185ec93d:0x7d38c58a18d1540f!8m2!3d33.8906161!4d35.5052731!16s%2Fg%2F11c1s1q8r4!19sChIJPcleGOIWHxURD1TRGIrFOH0?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,,53,C,2026-08-26T11:14:30.700Z,2026-08-10T00:21:12.154+00:00,2026-08-25T07:39:13.888+00:00,data-analytics-bi,data-analytics-bi; web-development; hospitality-retail; real-estate,web-development; hospitality-retail; real-estate,,,false,0.5,web,middle-east,lebanon,beirut
Wallsoft Technologies,Software company,https://www.wallsofttech.com/,info@wallsofttech.com,info@wallsofttech.com,,,+92 332 8220111,"A 9th Floor, 903 I.I Chundrigar Rd, Saddar Karachi, Pakistan",https://www.linkedin.com/company/wallsoft,https://www.facebook.com/WallSoft.Net/,,4.4,17,,,,software companies in Karachi,https://www.google.com/maps/place/Wallsoft+Technologies/data=!4m7!3m6!1s0x3eb33e0bdec69e0d:0x6b36b71ea9f9fa78!8m2!3d24.8510639!4d67.0168121!16s%2Fg%2F11ckxfpsm3!19sChIJDZ7G3gs-sz4RePr5qR63Nms?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,google_maps,normal_scraper,unknown,53,C,2026-08-26T11:18:05.525Z,,,,,,,,false,0,rules,south-asia,pakistan,karachi
